time,users_count,finish_users_count 
0,9,6 
10,28,22 
20,30,30 
30,45,35 
40,60,53 
50,90,80 
60,118,113 
70,162,152 
80,208,195 
90,282,261 
100,363,354 
110,450,431 
120,586,553 
130,753,709 
140,917,879 
150,1166,1015 
160,1498,1122 
170,1819,1388 
180,2405,1880 
190,3028,2528 
200,3645,3142 
210,4750,4113 
220,5966,5365 
230,7220,6599 
240,7483,7483 
242,7483,7483 
