time,size_sent,size_rcv 
0,30.38359375,204.23515625 
10,64.60390625,413.8640625 
20,26.24921875,158.0640625 
30,40.1109375,298.12890625 
40,68.753125,419.2609375 
50,115.859375,748.2515625 
60,121.98359375,797.6640625 
70,172.45390625,1111.4125 
80,180.06796875,1160.31015625 
90,279.84765625,1807.5328125 
100,354.87734375,2258.77109375 
110,335.4546875,2159.8359375 
120,516.15546875,3353.37109375 
130,656.3359375,4223.9875 
140,679.4234375,4301.72109375 
150,747.46640625,4574.78359375 
160,867.25625,5130.6328125 
170,1179.9796875,5879.61171875 
180,1620.74765625,6320.10546875 
190,1815.2734375,6521.2140625 
200,1821.98359375,6343.77890625 
210,2527.65546875,6874.72421875 
220,2903.36640625,8670.7640625 
230,2898.165625,8228.8265625 
240,1485.4953125,7108.86171875 
242,2.025,3.06015625 
