time,users,connected 
0,3,2 
10,6,2 
20,0,0 
30,10,10 
40,7,6 
50,10,9 
60,5,9 
70,10,13 
80,13,14 
90,21,23 
100,9,13 
110,19,17 
120,33,34 
130,44,46 
140,38,41 
150,151,153 
160,376,377 
170,431,432 
180,525,528 
190,500,499 
200,503,501 
210,637,630 
220,601,605 
230,621,621 
240,0,2 
242,0,0 
