time,users,connected 
0,4,2 
10,7,0 
20,7,-2 
30,12,10 
40,12,-4 
50,12,3 
60,15,0 
70,18,4 
80,18,1 
90,26,9 
100,26,-10 
110,26,4 
120,63,17 
130,63,12 
140,63,-5 
150,155,112 
160,377,224 
170,460,55 
180,543,96 
190,543,-29 
200,543,2 
210,638,129 
220,657,-25 
230,675,16 
240,675,-619 
242,675,-2 
