time,page 
0,2.2 
10,4.8 
20,2 
30,2.8 
40,5.2 
50,8.6 
60,8.9 
70,12.7 
80,13.4 
90,20.8 
100,26.2 
110,24.9 
120,38.1 
130,48.7 
140,50 
150,53.1 
160,55.6 
170,91.6 
180,161.8 
190,189.6 
200,187.8 
210,316.6 
220,371.6 
230,372.8 
240,174.9 
242,0.2 
