time,load@tsung_controller@ip-172-31-45-17 
0,0.0703125 
10,0.0703125 
20,0.0703125 
30,0.0703125 
40,0.0703125 
50,0.0703125 
60,0.0703125 
70,0.0703125 
80,0.08984375 
90,0.08984375 
100,0.08984375 
110,0.08984375 
120,0.08984375 
130,0.08984375 
140,0.08984375 
150,0.08984375 
160,0.08984375 
170,0.08984375 
180,0.08984375 
190,0.08984375 
200,0.08984375 
210,0.16015625 
220,0.16015625 
230,0.1796875 
240,0.23828125 
242,0.23828125 
