time,session 
0,470.23154702931544 
10,426.18600861360983 
20,455.3812653765385 
30,476.60018998418377 
40,425.55500104110956 
50,556.8383581098238 
60,588.075970838551 
70,589.3369002945283 
80,526.3329305752189 
90,585.4846995289862 
100,576.2359807825449 
110,625.8111747219135 
120,661.391332909578 
130,581.8558857788881 
140,582.7458494819784 
150,1223.8919395190571 
160,2099.4980508574963 
170,3725.285889521457 
180,5575.87131182817 
190,4454.961175889237 
200,4350.760166057521 
210,4306.017159806744 
220,3250.8057735821267 
230,2957.6918496321755 
240,3045.1615562230086 
242,0 
