time,session 
0,27.732166666666668 
10,27.126923076923074 
20,28.1442 
30,26.077062500000004 
40,25.602500000000003 
50,26.095478260869566 
60,28.377607142857137 
70,25.23048484848486 
80,27.750729166666673 
90,27.035836065573775 
100,27.056637362637364 
110,26.406663366336627 
120,27.43615384615386 
130,26.932923076923082 
140,26.803885542168672 
150,30.688779720279715 
160,31.305616883116876 
170,29.256181250000008 
180,37.914720647773265 
190,42.87900000000004 
200,42.5059516380655 
210,568.5329657534236 
220,1489.2387977254264 
230,1590.4355287162157 
240,956.9410096544717 
250,803.518545 
260,790.7728664215686 
270,477.94742704714565 
280,391.49908570284356 
290,379.1333586005826 
300,518.8636315789471 
