time,page 
0,20.59 
10,20.009 
20,19.172 
30,19.172 
40,19.172 
50,19.172 
60,19.172 
70,19.172 
80,18.67 
90,18.67 
100,18.61 
110,18.43 
120,17.478 
130,17.478 
140,17.478 
150,17.478 
160,17.248 
170,17.248 
180,17.248 
190,17.19 
200,17.183 
210,17.183 
220,1.464 
230,1.464 
240,1.407 
250,1.376 
260,1.376 
270,1.353 
280,1.348 
290,1.348 
300,1.315 
