time,size_sent,size_rcv 
0,0.57578125,43.30859375 
10,1.73671875,129.89296875 
20,2.31953125,173.21953125 
30,3.8671875,288.8546875 
40,4.7296875,353.79296875 
50,6.85546875,512.71171875 
60,9.45078125,707.60390625 
70,12.91875,967.70703125 
80,17.4515625,1307.14140625 
90,23.3265625,1747.4984375 
100,31.9890625,2389.98125 
110,41.71640625,3126.58984375 
120,50.38984375,3776.3640625 
130,63.88125,4786.87890625 
140,80.2671875,6007.3125 
150,107.33203125,8021.4140625 
160,137.27265625,10273.5125 
170,168.115625,12598.2984375 
180,215.71484375,16164.52265625 
190,279.88125,20965.04453125 
200,341.41640625,25563.34140625 
210,441.60078125,31880.2015625 
220,561.14140625,39233.9734375 
230,675.640625,46839.8375 
240,854.06796875,54248.96953125 
250,1087.88046875,62039.77890625 
260,1321.1859375,69823.46953125 
270,1701.7078125,77869.1609375 
280,2182.375,86539.46640625 
290,2680.7859375,95080.14453125 
300,2874.35546875,99810.91875 
