time,users_count,finish_users_count 
0,6,6 
10,19,19 
20,24,24 
30,40,40 
40,50,50 
50,73,73 
60,101,101 
70,134,134 
80,182,182 
90,243,243 
100,334,334 
110,435,435 
120,526,526 
130,669,669 
140,835,835 
150,1122,1121 
160,1429,1429 
170,1749,1749 
180,2245,2243 
190,2912,2907 
200,3550,3548 
210,4589,4424 
220,5829,5655 
230,7016,6839 
240,9000,8807 
250,11400,11207 
260,13849,13655 
270,17878,17685 
280,22873,22679 
290,28018,27824 
300,29838,29838 
