time,freemem@tsung_controller@ip-172-31-58-109 
0,670.1875 
10,671.859375 
20,672.1484375 
30,670.14453125 
40,670.1328125 
50,669.765625 
60,669.78515625 
70,670.26953125 
80,670.82421875 
90,670.6953125 
100,670.5859375 
110,670.5703125 
120,670.68359375 
130,670.44921875 
140,670.24609375 
150,670.17578125 
160,669.015625 
170,668.63671875 
180,670.31640625 
190,669.24609375 
200,668.3828125 
210,668.3671875 
220,658.73828125 
230,658.65234375 
240,656.16796875 
250,655.83203125 
260,656.296875 
270,655.2265625 
280,653.3125 
290,652.55859375 
300,651.58984375 
