time,size_sent,size_rcv 
0,0.57578125,43.30859375 
10,1.1609375,86.584375 
20,0.5828125,43.3265625 
30,1.54765625,115.63515625 
40,0.8625,64.93828125 
50,2.12578125,158.91875 
60,2.5953125,194.8921875 
70,3.46796875,260.103125 
80,4.5328125,339.434375 
90,5.875,440.35703125 
100,8.6625,642.4828125 
110,9.72734375,736.60859375 
120,8.6734375,649.77421875 
130,13.49140625,1010.51484375 
140,16.3859375,1220.43359375 
150,27.06484375,2014.1015625 
160,29.940625,2252.0984375 
170,30.84296875,2324.7859375 
180,47.59921875,3566.22421875 
190,64.16640625,4800.521875 
200,61.53515625,4598.296875 
210,100.184375,6316.86015625 
220,119.540625,7353.771875 
230,114.49921875,7605.8640625 
240,178.42734375,7409.13203125 
250,233.8125,7790.809375 
260,233.30546875,7783.690625 
270,380.521875,8045.69140625 
280,480.6671875,8670.30546875 
290,498.4109375,8540.678125 
300,193.56953125,4730.77421875 
