time,session 
0,9.780023745994802 
10,5.7469060901903966 
20,8.39438742017546 
30,6.346355976747109 
40,6.067289431863293 
50,5.718346468734117 
60,6.75602914513762 
70,6.65764857989717 
80,7.868675642326942 
90,5.914105462007627 
100,7.044662684687012 
110,5.798802386217394 
120,7.607337074229506 
130,7.151029326932053 
140,7.831356602395739 
150,9.759819174483185 
160,10.515015685495126 
170,8.455255050390168 
180,16.61384158981164 
190,18.160001540274475 
200,23.559383326857485 
210,462.3610501243189 
220,726.7255971406963 
230,587.8126634715419 
240,893.0588835183506 
250,923.296125786201 
260,926.9363434856825 
270,818.2303666641474 
280,746.0343152319757 
290,743.2413168905081 
300,833.2635899831915 
