time,users,connected 
0,0,0 
10,0,0 
20,0,0 
30,0,0 
40,0,0 
50,0,0 
60,0,0 
70,0,0 
80,0,0 
90,0,0 
100,0,1 
110,0,0 
120,0,0 
130,0,0 
140,0,1 
150,1,3 
160,0,2 
170,0,0 
180,2,0 
190,5,1 
200,2,3 
210,165,168 
220,174,174 
230,177,176 
240,193,193 
250,193,193 
260,194,191 
270,193,193 
280,194,191 
290,194,193 
300,0,0 
