time,502,200 
220,22.4,101.1 
230,13.8,104.9 
240,83.7,99.8 
250,139.6,103.2 
260,139.3,103.1 
270,293.4,101.5 
280,392.4,106.8 
290,412.7,104.3 
300,160.1,60.1 
