time,connect,request 
0,1,4.6 
10,1.2,6.2 
20,0.8,4.2 
30,1.4,6.4 
40,2.4,11.6 
50,2.2,12 
60,2.3,10.3 
70,3.6,17.6 
80,4.2,20.6 
90,8.1,39.7 
100,8.8,43.2 
110,7.6,37.7 
120,12.6,61.1 
130,17.8,85.9 
140,16.9,86.8 
150,29.8,140.6 
160,31.4,158.5 
170,34.3,170.1 
180,57.2,214.6 
190,69.5,350.4 
200,62.7,322.6 
210,116.5,546.6 
220,122.7,623.9 
230,124.4,618.2 
240,11.9,163.1 
242,0,0 
