time,page 
0,52.07677777777777 
10,37.91412 
20,39.677235294117644 
30,37.42943999999999 
40,38.79523913043478 
50,37.88614285714285 
60,36.630550000000014 
70,37.15949999999998 
80,38.51040243902439 
90,38.613803797468364 
100,40.28290116279067 
110,36.99953999999999 
120,40.60113991769547 
130,44.67034411764709 
140,41.3432028571429 
150,69.15914466546118 
160,75.91997641509433 
170,77.73257879234166 
180,1168.4514051612912 
190,1367.0666214285732 
200,1482.6517619783626 
210,907.6101614993077 
220,772.2841777156531 
230,777.8304882495958 
240,1229.1337782101177 
242,0 
