time,session 
0,365.0019469040543 
10,587.4429299090007 
20,499.52988638269295 
30,590.2118359234663 
40,543.0628319950816 
50,596.8489967781261 
60,524.8417989286696 
70,658.6676178250309 
80,581.7844579971703 
90,608.8806229015502 
100,608.2255953730495 
110,584.3201326883502 
120,555.4690487623292 
130,569.4547374648232 
140,622.5601835258083 
150,565.5426564819998 
160,581.0093490424204 
170,582.6390302825982 
180,1180.3195791386781 
190,1478.4249736709164 
200,1421.7534821017116 
210,1562.1067827370925 
220,1328.9698652055397 
230,1327.1053305185535 
240,1237.0507738423562 
242,0 
