time,connect,request 
0,15.085,77.019 
10,15.085,77.019 
20,15.085,77.019 
30,15.085,77.019 
40,15.085,77.019 
50,15.085,77.019 
60,15.085,77.019 
70,15.085,77.019 
80,15.085,77.019 
90,15.085,77.019 
100,15.085,77.019 
110,15.085,77.019 
120,15.085,77.019 
130,15.085,92.443 
140,15.085,92.443 
150,15.085,127.812 
160,15.085,149.117 
170,15.085,154.725 
180,15.333,1060.606 
190,15.333,1146.047 
200,15.333,1146.047 
210,22.844,1146.047 
220,22.844,1215.391 
230,22.844,1215.391 
240,22.844,1215.391 
242,22.844,1215.391 
