time,page 
0,212.478 
10,212.478 
20,212.478 
30,212.478 
40,212.478 
50,212.478 
60,212.478 
70,212.478 
80,212.478 
90,212.478 
100,212.478 
110,212.478 
120,212.478 
130,212.478 
140,212.478 
150,212.478 
160,230.713 
170,264.365 
180,2881.557 
190,3039.702 
200,3039.702 
210,3039.702 
220,3201.782 
230,3201.782 
240,3201.782 
242,3201.782 
