time,size_sent,size_rcv 
0,14.3828125,158.30078125 
10,34.26171875,376.140625 
20,47.7390625,523.75 
30,67.6453125,743.34375 
40,104.678125,1144.46015625 
50,143.16328125,1568.86328125 
60,175.35078125,1921.16484375 
70,231.1375,2532.040625 
80,296.4203125,3247.1921875 
90,422.61640625,4628.65078125 
100,559.86953125,6131.63359375 
110,680.08125,7447.44140625 
120,873.1484375,9566.15859375 
130,1145.92421875,12550.7671875 
140,1423.4046875,15597.8890625 
150,1867.6265625,20455.3125 
160,2373.88125,25998.37265625 
170,2912.93125,31921.334375 
180,3605.24375,38672.49140625 
190,4537.52890625,46378.7125 
200,5411.1328125,54112.14765625 
210,6596.22109375,62283.9421875 
220,7875.90234375,70696.3296875 
230,9178.6421875,79129.553125 
240,9593.64765625,83547.03828125 
242,9593.64765625,83547.03828125 
