time,session 
0,2375.893 
10,2159.874076923077 
20,1969.321222222222 
30,1909.0501818181815 
40,2000.77596 
50,2202.2116666666675 
60,2087.865388888889 
70,2175.175588235293 
80,2090.0552857142866 
90,2035.2634999999993 
100,2085.4114767441865 
110,2089.4443289473675 
120,2065.8070608695657 
130,2053.6012321428557 
140,2127.889488764045 
150,2067.322860465115 
160,2172.29650621118 
170,2160.0255765765746 
180,3618.5627888198746 
190,4824.558260683761 
200,4933.059828173374 
210,3971.6627361111123 
220,3525.8345537974724 
230,3548.1873444625417 
240,4381.918162112931 
242,0 
