time,users_count,finish_users_count 
0,1.2,0.8 
10,1.1,1.3 
20,0.7,0.9 
30,1.5,1.1 
40,2.4,2.5 
50,2.1,2.4 
60,2.3,1.8 
70,3.6,3.4 
80,4.3,4.2 
90,8.1,7.4 
100,8.7,8.6 
110,7.7,7.6 
120,12.5,11.5 
130,18.1,16.8 
140,16.7,17.8 
150,30.2,25.8 
160,31.4,32.2 
170,34.3,33.3 
180,57.2,32.2 
190,69.5,70.2 
200,62.4,64.6 
210,116.7,100.8 
220,123,126.4 
230,123.7,122.8 
240,11.9,54.9 
242,0,0 
