time,size_sent,size_rcv 
0,14.3828125,158.30078125 
10,19.87890625,217.83984375 
20,13.47734375,147.609375 
30,19.90625,219.59375 
40,37.0328125,401.11640625 
50,38.48515625,424.403125 
60,32.1875,352.3015625 
70,55.78671875,610.87578125 
80,65.2828125,715.1515625 
90,126.19609375,1381.45859375 
100,137.253125,1502.9828125 
110,120.21171875,1315.8078125 
120,193.0671875,2118.7171875 
130,272.77578125,2984.60859375 
140,277.48046875,3047.121875 
150,444.221875,4857.4234375 
160,506.2546875,5543.06015625 
170,539.05,5922.96171875 
180,692.3125,6751.15703125 
190,932.28515625,7706.22109375 
200,873.60390625,7733.43515625 
210,1185.08828125,8171.79453125 
220,1279.68125,8412.3875 
230,1302.73984375,8433.2234375 
240,415.00546875,4417.48515625 
242,0,0 
