time,users_count,finish_users_count 
0,12,8 
10,23,21 
20,30,30 
30,45,41 
40,69,66 
50,90,90 
60,113,108 
70,149,142 
80,192,184 
90,273,258 
100,360,344 
110,437,420 
120,562,535 
130,743,703 
140,910,881 
150,1212,1139 
160,1526,1461 
170,1869,1794 
180,2441,2116 
190,3136,2818 
200,3760,3464 
210,4927,4472 
220,6157,5736 
230,7394,6964 
240,7513,7513 
242,7513,7513 
