time,page 
0,1.8 
10,2.5 
20,1.7 
30,2.5 
40,4.6 
50,4.9 
60,4 
70,7 
80,8.2 
90,15.8 
100,17.2 
110,15 
120,24.3 
130,34 
140,35 
150,55.3 
160,63.6 
170,67.9 
180,77.5 
190,140 
200,129.4 
210,216.1 
220,250.4 
230,246.8 
240,77.1 
242,0 
