time,users,connected 
0,6,2 
10,6,-1 
20,6,-1 
30,7,3 
40,11,2 
50,12,-5 
60,12,6 
70,14,2 
80,14,2 
90,27,4 
100,27,4 
110,27,1 
120,42,10 
130,48,15 
140,50,-13 
150,84,43 
160,84,-12 
170,88,11 
180,327,251 
190,361,-4 
200,361,-24 
210,480,159 
220,480,-40 
230,480,15 
240,480,-430 
242,480,0 
