time,users,connected 
0,4,2 
10,2,1 
20,0,0 
30,4,3 
40,3,5 
50,0,0 
60,5,6 
70,7,8 
80,8,10 
90,15,14 
100,16,18 
110,17,19 
120,27,29 
130,40,44 
140,29,31 
150,73,74 
160,65,62 
170,75,73 
180,325,324 
190,318,320 
200,296,296 
210,455,455 
220,421,415 
230,430,430 
240,0,0 
242,0,0 
