time,session 
0,54.46645454545453 
10,43.715714285714284 
20,44.843125 
30,45.70385 
40,43.45763636363636 
50,42.7802380952381 
60,45.26235135135137 
70,45.25086486486485 
80,44.5348936170213 
90,51.062888888888864 
100,45.92804999999999 
110,50.99070114942528 
120,50.50631007751936 
130,51.96438787878789 
140,51.30865432098769 
150,67.12861338289962 
160,79.06598802395202 
170,77.50016772151899 
180,1053.6569284009538 
190,2879.5679476351347 
200,3062.7675138662303 
210,1801.5179937388166 
220,1469.776170713201 
230,1622.6673820319054 
238,2009.5582241758236 
