time,size_sent,size_rcv 
0,14.48046875,97.54453125 
10,14.51484375,97.54453125 
20,11.29296875,75.86796875 
30,32.2296875,216.7609375 
40,17.70078125,119.22109375 
50,33.88828125,227.60390625 
60,61.171875,411.8453125 
70,58.0375,390.16875 
80,73.95,498.546875 
90,125.74375,845.3203125 
100,102.321875,687.35625 
110,142.4296875,959.96875 
120,203.221875,1365.515625 
130,261.6859375,1757.7828125 
140,265.65625,1787.075 
150,429.99609375,2889.45703125 
160,540.6375,3634.1515625 
170,510.846875,3439.11875 
180,780.4328125,5056.3046875 
190,935.80234375,5548.27890625 
200,934.7515625,5619.80625 
210,1346.44765625,6127.20546875 
220,1553.2921875,6332.39140625 
230,1423.92578125,6255.27734375 
238,482.06484375,2681.2703125 
