time,page 
0,27.107407407407408 
10,23.198928571428574 
20,21.865631578947376 
30,25.166954545454544 
40,25.06714285714285 
50,23.462027777777774 
60,23.802014084507043 
70,24.705956989247316 
80,24.44153658536586 
90,26.588586538461545 
100,26.53540718562874 
110,26.022374233128833 
120,29.58794758064517 
130,27.057639175257744 
140,28.481152317880802 
150,41.74861914460287 
160,51.82554474097331 
170,45.710618243243275 
180,871.3193286445015 
190,1503.5995520504719 
200,1451.4756329787226 
210,936.1944985590785 
