time,users,connected 
0,2,3 
10,6,5 
20,0,0 
30,6,10 
40,1,1 
50,3,3 
60,9,8 
70,11,13 
80,3,3 
90,17,15 
100,13,14 
110,11,10 
120,34,35 
130,27,27 
140,30,30 
150,58,60 
160,82,80 
170,69,68 
180,303,299 
190,310,308 
200,327,329 
210,439,434 
