time,connect,request 
0,2.547481801483357,6.656717815531492 
10,0.11347680104320879,1.6194275134906835 
20,1.538245541823143,1.4072258997188432 
30,0.5988664813629161,1.9207252698452797 
40,0.11487987036632923,5.105597448870638 
50,0.4199046653442175,2.031328793977688 
60,0.9520990736902769,2.11985032111954 
70,0.6632761669440452,3.984695914315279 
80,0.6487141335027108,3.714385746741983 
90,0.5642571339894836,3.0446087443148597 
100,0.2573250242282375,4.888337119626898 
110,1.103858465154727,3.2498824448050807 
120,0.86300300712768,5.113520319540963 
130,0.6794995603014846,4.146735227268344 
140,1.1471993830507206,5.109057811531752 
150,0.7767230936245163,10.31517538275102 
160,0.4538137482689386,13.188340388849623 
170,1.4134924893315923,11.54019555803625 
180,0.7268715910171828,337.13589616548165 
190,0.3846296754081643,402.8639248545951 
200,0.4720180361499345,419.26358201903054 
210,0.40287866169196995,440.82233111049476 
