time,size_sent,size_rcv 
0,22.23671875,230.109375 
10,33.8015625,349.97734375 
20,49.13828125,508.7515625 
30,67.52265625,700.31015625 
40,95.865625,991.82578125 
50,125.3171875,1298.45625 
60,183.6265625,1902.096875 
70,259.88203125,2692.846875 
80,326.55859375,3383.08515625 
90,412.09609375,4269.52109375 
100,548.8,5685.3625 
110,682.78125,7071.20703125 
120,885.6296875,9179.54921875 
130,1124.1125,11648.996875 
140,1370.6109375,14202.0703125 
150,1774.5765625,18385.45234375 
160,2297.1234375,23785.19453125 
170,2778.875,28791.6734375 
180,3502.43046875,35714.3734375 
190,4423.56015625,43615.4171875 
200,5351.63359375,51491.30234375 
210,6561.346875,59647.50859375 
