time,page 
0,12.540881049618717 
10,2.887301000298815 
20,2.9904008393617407 
30,3.9732992413824366 
40,7.705018372622415 
50,3.7654680577151147 
60,4.76705349539636 
70,7.417342595629905 
80,6.691611004386564 
90,6.465088745911467 
100,10.3262215969313 
110,7.248212115564743 
120,9.59955747432648 
130,8.113158909773372 
140,10.211582657007936 
150,21.18594848731317 
160,27.38011072613033 
170,23.86775441646465 
180,800.9831205252367 
190,894.0087868476046 
200,907.702460165928 
210,923.7460667543771 
