time,freemem@tsung_controller@ip-172-31-63-98 
0,692.04296875 
10,691.3671875 
20,690.98828125 
30,689.83984375 
40,687.21875 
50,687.21875 
60,687.21875 
70,687.21875 
80,687.1953125 
90,687.015625 
100,686.796875 
110,686.6171875 
120,686.6171875 
130,681.1953125 
140,681.1953125 
150,681.1953125 
160,668.05859375 
170,664.33203125 
180,664.33203125 
190,608.05078125 
200,603.54296875 
210,594.8359375 
