time,users_count,finish_users_count 
0,1.5,1.3 
10,0.9,0.5 
20,0.6,1.2 
30,1.6,1 
40,1.3,1.8 
50,1.9,1.7 
60,3.9,3.3 
70,4.9,4.7 
80,3.5,4.3 
90,6.2,4.8 
100,8,8.4 
110,8.1,8.3 
120,14,11.7 
130,13.7,14.4 
140,15.2,14.9 
150,26.3,23.5 
160,33.3,30.9 
170,28.6,29.9 
180,56.8,33.4 
190,64,63.3 
200,66.2,64.5 
210,109.5,98.3 
