time,session 
0,2762.895 
10,2762.895 
20,3059.957 
30,3059.957 
40,3059.957 
50,3059.957 
60,3059.957 
70,3059.957 
80,3059.957 
90,3059.957 
100,3059.957 
110,3059.957 
120,3072.578 
130,3072.578 
140,3072.578 
150,3072.578 
160,3072.578 
170,3072.578 
180,3072.578 
190,3072.578 
200,3082.392 
210,3082.392 
220,3082.392 
230,3103.733 
240,3136.639 
250,3136.639 
260,3146.052 
270,4896.705 
280,6457.406 
290,6494.797 
300,6494.797 
310,6494.797 
320,6494.797 
330,6494.797 
340,6494.797 
350,6494.797 
354,6494.797 
