time,session 
0,392.36201988865065 
10,384.1475820880338 
20,501.01150509138756 
30,432.1251754025533 
40,517.9703084193748 
50,655.2858144884303 
60,405.81007731789873 
70,533.486412170008 
80,554.0187897774533 
90,638.6119809692398 
100,580.1333566349791 
110,615.1752458916598 
120,583.7595365965269 
130,578.1442856036949 
140,566.463312618642 
150,577.765616106084 
160,567.650367544531 
170,573.2992784959459 
180,596.5193005710547 
190,573.542609865136 
200,569.5497277367878 
210,587.1295767633985 
220,569.9462856243182 
230,577.5312020267268 
240,574.8158677721781 
250,577.9469321686577 
260,576.638855774667 
270,863.0351491869093 
280,937.4605685143973 
290,958.4417389490296 
300,880.6584715663121 
310,0 
320,0 
330,0 
340,0 
350,0 
354,0 
