time,users,connected 
0,4,3 
10,1,1 
20,1,1 
30,2,1 
40,5,4 
50,3,4 
60,6,6 
70,8,7 
80,9,9 
90,16,16 
100,21,19 
110,17,19 
120,35,36 
130,37,39 
140,36,36 
150,72,73 
160,66,63 
170,67,68 
180,165,163 
190,148,146 
200,123,120 
210,237,233 
220,271,273 
230,268,268 
240,532,529 
250,520,536 
260,524,534 
270,2003,1942 
280,1994,2023 
290,2082,2085 
300,0,0 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
354,0,0 
