time,freemem@tsung_controller@ip-172-31-53-64 
0,673.3515625 
10,673.3515625 
20,673.3515625 
30,673.3515625 
40,673.3515625 
50,673.3515625 
60,673.3515625 
70,673.3515625 
80,673.3515625 
90,673.3515625 
100,673.3515625 
110,673.3515625 
120,673.3515625 
130,673.3515625 
140,673.3515625 
150,673.3515625 
160,673.3515625 
170,673.3515625 
180,673.3515625 
190,673.3515625 
200,673.3515625 
210,673.3515625 
220,673.3515625 
230,673.3515625 
240,673.3515625 
250,673.3515625 
260,673.3515625 
270,673.3515625 
280,673.3515625 
290,673.3515625 
300,673.3515625 
310,673.3515625 
320,673.3515625 
330,673.3515625 
340,673.3515625 
350,673.3515625 
354,673.3515625 
