time,size_sent,size_rcv 
0,13.67421875,172.10078125 
10,15.83125,201.19375 
20,11.153125,142.71953125 
30,20.72421875,264.4484375 
40,26.3859375,331.36015625 
50,25.49921875,322.2984375 
60,31.9953125,401.53671875 
70,82.14609375,1038.11484375 
80,55.82265625,704.05703125 
90,90.97421875,1147.053125 
100,123.40390625,1556.9640625 
110,134.5453125,1700.24609375 
120,203.084375,2564.365625 
130,265.0765625,3347.7375 
140,255.40390625,3224.67734375 
150,342.09140625,4326.965625 
160,494.315625,6249.859375 
170,477.103125,6012.10546875 
180,774.77421875,9761.24140625 
190,1033.3625,12954.8984375 
200,992.77265625,12454.28046875 
210,1408.35546875,17713.27578125 
220,1908.2296875,23898.9359375 
230,2079.23671875,26040.4890625 
240,2827.8265625,35605.1953125 
250,3905.753125,49127.5359375 
260,3775.6328125,47560.225 
270,4992.32421875,57770.93828125 
280,7195.81796875,66771.10625 
290,7022.59921875,67825.09921875 
300,4710.90859375,51729.7765625 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
354,0,0 
