time,connect,request 
0,11.744,116.74 
10,11.744,116.74 
20,11.744,116.74 
30,11.744,116.74 
40,11.744,116.74 
50,11.744,116.74 
60,11.744,116.74 
70,11.744,116.74 
80,11.744,116.74 
90,11.744,116.74 
100,11.744,116.74 
110,11.744,116.74 
120,11.744,116.74 
130,11.744,116.74 
140,11.744,116.74 
150,11.744,116.74 
160,11.744,116.74 
170,11.744,116.74 
180,11.744,116.74 
190,11.744,116.74 
200,11.744,116.74 
210,14.264,116.74 
220,14.264,116.74 
230,14.264,116.74 
240,21.125,116.74 
250,21.125,116.74 
260,21.125,148.354 
270,28.502,899.713 
280,28.502,943.402 
290,28.502,943.402 
300,28.502,943.402 
310,28.502,943.402 
320,28.502,943.402 
330,28.502,943.402 
340,28.502,943.402 
350,28.502,943.402 
354,28.502,943.402 
