time,freemem@tsung_controller@ip-172-31-53-64 
0,673.3515625 
10,671.65234375 
20,671.29296875 
30,671.66796875 
40,671.515625 
50,670.6875 
60,670.80859375 
70,671.62890625 
80,663.86328125 
90,664.58984375 
100,661.13671875 
110,663.890625 
120,666.6171875 
130,661.5 
140,658.94921875 
150,651.53125 
160,641.9765625 
170,652.65625 
180,650.8125 
190,617.6640625 
200,618.1171875 
210,618.06640625 
220,597.48828125 
230,586.10546875 
240,590.34765625 
250,533.74609375 
260,530.8515625 
270,531.2421875 
280,251.0703125 
290,211.8515625 
300,217.04296875 
310,476.5546875 
320,534.86328125 
330,551.03125 
340,551.58984375 
350,552.125 
354,591.2265625 
