time,session 
0,1745.184 
10,1257.923 
20,1257.923 
30,1257.923 
40,1257.923 
50,1086.312 
60,1086.312 
70,1086.312 
80,1086.312 
90,1086.312 
100,1086.312 
110,1070.988 
120,1070.988 
130,1064.734 
140,1064.734 
150,1064.734 
160,1064.734 
170,1064.476 
180,1064.476 
190,1058.507 
200,1058.507 
210,1055.363 
220,1055.363 
230,1055.363 
240,1055.363 
250,1055.363 
260,1055.363 
270,1055.363 
280,1019.868 
290,1019.868 
300,1019.868 
310,1019.868 
320,1019.868 
330,1019.868 
340,1019.868 
350,1019.868 
354,1019.868 
