time,users,connected 
0,4,3 
10,5,-2 
20,5,0 
30,6,0 
40,6,3 
50,6,0 
60,8,2 
70,16,1 
80,16,2 
90,21,7 
100,23,3 
110,23,0 
120,44,17 
130,47,3 
140,47,-3 
150,77,37 
160,81,-10 
170,81,5 
180,167,95 
190,169,-17 
200,169,-26 
210,253,113 
220,285,40 
230,291,-5 
240,547,261 
250,547,7 
260,554,-2 
270,2011,1408 
280,2136,81 
290,2136,62 
300,2136,-2085 
310,2136,0 
320,2136,0 
330,2136,0 
340,2136,0 
350,2136,0 
354,2136,0 
