time,connect,request 
0,1,4.4 
10,0.9,4.9 
20,0.7,3.5 
30,1.3,6.5 
40,1.8,8.4 
50,1.6,8 
60,2.1,10.1 
70,5.2,25.8 
80,3.6,17.6 
90,6,28.7 
100,7.9,38.9 
110,8.5,42.3 
120,13.6,64.5 
130,16.8,83.4 
140,15.9,80.1 
150,23.2,108.6 
160,30.6,155.2 
170,30.2,150 
180,53.2,246.5 
190,64,323.7 
200,61.2,310.7 
210,93.7,446.4 
220,121.8,599.9 
230,130.3,652.8 
240,190.2,897.5 
250,245.6,1225.6 
260,236.8,1186.4 
270,392.6,1556.8 
280,509.3,2560.6 
290,504.9,2502.6 
300,224.9,1646.6 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
354,0,0 
