time,size_sent,size_rcv 
0,14.91484375,59.584375 
10,31.55625,129.1125 
20,22.35390625,101.90703125 
30,13.77265625,54.034375 
40,41.99921875,181.58515625 
50,37.7921875,169.64921875 
60,58.5796875,247.17890625 
70,96.52109375,454.403125 
80,84.221875,393.57421875 
90,130.88984375,608.64609375 
100,173.65625,884.846875 
110,178.4203125,951.23515625 
120,235.76875,1184.52421875 
130,327.66875,1914.846875 
140,310.375,1825.37421875 
150,329.91796875,1806.22734375 
160,426.153125,1664.5265625 
170,510.61875,2793.8640625 
180,584.36875,2654.22265625 
190,684.11328125,3239.83984375 
200,699.0515625,3324.5875 
210,1000.046875,3770.03984375 
220,1006.22890625,3874.53046875 
230,1117.29921875,3918.16875 
241,727.28125,5293.52421875 
243,105.3625,1004.3921875 
