time,users_count,finish_users_count 
0,10,6 
10,24,20 
20,30,30 
30,40,36 
40,59,53 
50,73,71 
60,108,94 
70,143,139 
80,183,175 
90,248,230 
100,325,303 
110,399,381 
120,544,454 
130,693,594 
140,846,708 
150,1095,813 
160,1439,1100 
170,1775,1459 
180,2314,1929 
190,2950,2575 
200,3590,3216 
210,4749,4217 
220,5937,5431 
230,7197,6699 
241,7470,7391 
243,7470,7470 
