time,size_sent,size_rcv 
0,14.91484375,59.584375 
10,46.47109375,188.696875 
20,68.825,290.60390625 
30,82.59765625,344.63828125 
40,124.596875,526.2234375 
50,162.3890625,695.87265625 
60,220.96875,943.0515625 
70,317.48984375,1397.4546875 
80,401.71171875,1791.02890625 
90,532.6015625,2399.675 
100,706.2578125,3284.521875 
110,884.678125,4235.75703125 
120,1120.446875,5420.28125 
130,1448.115625,7335.128125 
140,1758.490625,9160.50234375 
150,2088.40859375,10966.7296875 
160,2514.56171875,12631.25625 
170,3025.18046875,15425.1203125 
180,3609.54921875,18079.34296875 
190,4293.6625,21319.1828125 
200,4992.7140625,24643.7703125 
210,5992.7609375,28413.81015625 
220,6998.98984375,32288.340625 
230,8116.2890625,36206.509375 
241,8843.5703125,41500.03359375 
243,8948.9328125,42504.42578125 
