time,users,connected 
0,4,2 
10,4,5 
20,0,0 
30,4,4 
40,6,5 
50,2,3 
60,14,13 
70,4,5 
80,8,9 
90,18,21 
100,22,23 
110,18,17 
120,90,88 
130,99,99 
140,138,139 
150,282,281 
160,339,337 
170,316,316 
180,385,384 
190,375,380 
200,374,374 
210,532,533 
220,506,498 
230,498,495 
241,79,104 
243,0,0 
