time,users_count,finish_users_count 
0,1,0.6 
10,1.4,1.4 
20,0.6,1 
30,1,0.6 
40,1.9,1.7 
50,1.4,1.8 
60,3.5,2.3 
70,3.5,4.5 
80,4,3.6 
90,6.5,5.5 
100,7.7,7.3 
110,7.4,7.8 
120,14.5,7.3 
130,14.9,14 
140,15.3,11.4 
150,24.9,10.5 
160,34.4,28.7 
170,33.6,35.9 
180,53.9,47 
190,63.6,64.6 
200,64,64.1 
210,115.9,100.1 
220,118.8,121.4 
230,126,126.8 
241,27.3,69.2 
243,0,7.9 
