time,session 
0,2206.651833333333 
10,2064.923142857143 
20,2456.5744999999997 
30,2549.1723333333334 
40,2462.811 
50,2464.5530555555565 
60,2175.6856956521747 
70,2399.371844444445 
80,2213.179888888889 
90,2325.967054545455 
100,2472.841945205478 
110,2462.0265897435893 
120,3992.1461643835596 
130,6603.373714285713 
140,7851.746763157892 
150,10188.286133333331 
160,7959.604634146336 
170,9575.795944289697 
180,7838.859710638303 
190,6457.711051083592 
200,5806.802081123251 
210,4833.4184915084825 
220,4185.057840197699 
230,3966.1138272870594 
241,5909.503189306367 
243,11103.22244303797 
