time,session 
0,447.9075663584383 
10,525.3386044069723 
20,575.9390908830985 
30,511.2025189562569 
40,577.4050661330548 
50,525.8895603884985 
60,598.8804729174797 
70,509.6627674668354 
80,583.7294422703122 
90,539.2516020395614 
100,601.3456836420305 
110,530.585793701023 
120,1406.1165203857004 
130,1473.1546053357952 
140,2057.5862627240726 
150,1795.5841780167616 
160,5096.411893577354 
170,6289.082735340159 
180,6658.244340977045 
190,5531.563796292168 
200,4700.862667359671 
210,4420.346853717602 
220,3534.733246082789 
230,3078.8010676143426 
241,4026.79477018309 
243,2206.0047879205745 
