time,page 
0,87.01803571428573 
10,81.54301724137932 
20,58.11426470588234 
30,86.92657142857142 
40,73.99597297297295 
50,69.129765625 
60,80.83739090909086 
70,73.86817283950617 
80,75.27093918918918 
90,92.9408953974896 
100,92.96078618421065 
110,90.68185342019548 
120,598.1446906474824 
130,1132.607322183099 
140,1690.4141290322575 
150,2308.293425044092 
160,1996.6468036363603 
170,2348.256830522768 
180,1514.6893816338693 
190,1294.1608413247677 
200,1235.6318804878092 
210,757.9844561707023 
220,700.030651554036 
230,623.0491577620945 
241,1476.546094441448 
243,944.6563558282209 
