time,freemem@tsung_controller@ip-172-31-45-17 
0,677.21484375 
10,677.21484375 
20,677.21484375 
30,677.21484375 
40,677.21484375 
50,677.21484375 
60,677.21484375 
70,677.21484375 
80,677.21484375 
90,677.21484375 
100,677.21484375 
110,677.21484375 
120,677.21484375 
130,677.21484375 
140,677.21484375 
150,677.21484375 
160,677.21484375 
170,677.21484375 
180,677.21484375 
190,677.21484375 
200,677.21484375 
210,677.21484375 
220,677.21484375 
230,677.21484375 
240,677.21484375 
247,677.21484375 
