time,users,connected 
0,5,4 
10,8,2 
20,12,-4 
30,12,7 
40,14,5 
50,16,0 
60,39,12 
70,39,-10 
80,39,10 
90,53,27 
100,65,-16 
110,65,10 
120,162,114 
130,250,84 
140,323,74 
150,432,108 
160,444,-7 
170,444,7 
180,608,176 
190,626,1 
200,630,4 
210,958,210 
220,975,26 
230,976,-3 
240,976,-794 
247,976,-47 
