time,size_sent,size_rcv 
0,18.6109375,57.01796875 
10,42.88359375,112.48828125 
20,62.28125,172.80546875 
30,40.5703125,111.26875 
40,65.1171875,180.3375 
50,89.13359375,240.22109375 
60,176.59609375,534.4515625 
70,170.11015625,448.48984375 
80,132.115625,368.66875 
90,231.52734375,647.1265625 
100,416.0625,1120.17265625 
110,329.815625,914.38828125 
120,350.9125,1059.66953125 
130,502.16484375,1463.66328125 
140,499.72109375,1380.240625 
150,758.14375,1498.68984375 
160,1084.55703125,2224.4140625 
170,1086.4171875,2050.55234375 
180,1310.3453125,2244.80625 
190,1844.240625,3197.9890625 
200,1838.665625,3268.390625 
210,2258.728125,3515.065625 
220,2868.35625,4308.01875 
230,2944.740625,4693.8375 
240,2257.4921875,4421.178125 
247,103.65078125,136.21484375 
