time,users_count,finish_users_count 
0,7,4 
10,19,14 
20,30,29 
30,45,36 
40,64,51 
50,86,71 
60,135,107 
70,165,149 
80,205,177 
90,277,228 
100,365,325 
110,445,399 
120,604,442 
130,758,514 
140,917,594 
150,1200,772 
160,1492,1072 
170,1802,1379 
180,2375,1770 
190,3024,2422 
200,3670,3056 
210,4818,3868 
220,6061,5097 
230,7263,6336 
240,7433,7404 
247,7433,7433 
