time,page 
0,8.178 
10,7.901 
20,7.901 
30,7.901 
40,7.803 
50,7.803 
60,7.163 
70,7.122 
80,7.122 
90,7.122 
100,6.815 
110,6.642 
120,6.642 
130,6.642 
140,2.365 
150,0.677 
160,0.677 
170,0.662 
180,0.662 
190,0.662 
200,0.662 
210,0.662 
220,0.659 
230,0.658 
240,0.658 
247,0.658 
