time,session 
0,722.5319769453112 
10,1241.1465453599144 
20,1083.4073328917716 
30,1207.9888738660818 
40,875.9065153931947 
50,946.5337701107607 
60,841.1143312534958 
70,886.5944421552523 
80,962.4979625436878 
90,983.3782496059949 
100,1012.1907225198617 
110,1061.8398522711595 
120,2187.671336494111 
130,1682.0685784824109 
140,1801.3754369264952 
150,4643.767084461634 
160,6917.340306807271 
170,5537.493679555408 
180,6027.993465799243 
190,4502.6459122780725 
200,3680.527271610023 
210,3421.8974423547756 
220,2920.313386839924 
230,2691.251993834108 
240,2435.8383468536067 
247,1074.2308190758529 
