time,size_sent,size_rcv 
0,18.6109375,57.01796875 
10,61.49453125,169.50625 
20,123.77578125,342.31171875 
30,164.34609375,453.58046875 
40,229.46328125,633.91796875 
50,318.596875,874.1390625 
60,495.19296875,1408.590625 
70,665.303125,1857.08046875 
80,797.41875,2225.74921875 
90,1028.94609375,2872.87578125 
100,1445.00859375,3993.0484375 
110,1774.82421875,4907.43671875 
120,2125.73671875,5967.10625 
130,2627.9015625,7430.76953125 
140,3127.62265625,8811.01015625 
150,3885.76640625,10309.7 
160,4970.3234375,12534.1140625 
170,6056.740625,14584.66640625 
180,7367.0859375,16829.47265625 
190,9211.3265625,20027.46171875 
200,11049.9921875,23295.85234375 
210,13308.7203125,26810.91796875 
220,16177.0765625,31118.93671875 
230,19121.8171875,35812.77421875 
240,21379.309375,40233.95234375 
247,21482.96015625,40370.1671875 
