time,users_count,finish_users_count 
0,0.7,0.4 
10,1.2,1 
20,1.1,1.5 
30,1.5,0.7 
40,1.9,1.5 
50,2.2,2 
60,4.9,3.6 
70,3,4.2 
80,4,2.8 
90,7.2,5.1 
100,8.8,9.7 
110,8,7.4 
120,15.9,4.3 
130,15.4,7.2 
140,15.9,8 
150,28.3,17.8 
160,29.2,30 
170,31,30.7 
180,57.3,39.1 
190,64.9,65.2 
200,64.6,63.4 
210,114.8,81.2 
220,124.3,122.9 
230,120.2,123.9 
240,17,106.8 
247,0,2.9 
